病診区分,"
医療機関コード",医療機関名,都道府県コード,郵便番号,住所,構想区域コード,構想区域名,市町村コード,市町村名称,高度急性期機能の有無,急性期機能の有無,回復期機能の有無,慢性期機能の有無,科目,２．許可病床数・稼働病床数,,,,,,,,,救急医療の実施状況,,,,,職員数,,,,,,,,,,,,,,,,,,６．入院患者数の状況【平成29年7月1日～平成30年6月30日の1年間】,８．全身管理の状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,,,,,,,,９．疾患に応じたリハビリテーション・早期からのリハビリテーションの実施状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,10．長期療養患者の受入状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】
病院,2626040316,光仁病院,26,〒601－8474,京都府京都市南区四ツ塚町７５,2604,京都・乙訓,26107,京都府京都市南区,   ,  ,  ,〇,"内科,消化器内科,皮膚科,整形外科,リハビリテーション科,リウマチ科",0,0,0,29,29,29,29,0,0,0,0,0,0,0,1,2.6,1,3.5,0,2.5,4,3.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
病院,2626040317,公益社団法人　吉祥院病院,26,〒601－8314,京都府京都市南区吉祥院井ノ口町４３,2604,京都・乙訓,26107,京都府京都市南区,   ,  ,〇,  ,"内科,消化器内科,循環器内科,糖尿病内科,神経内科,外科,整形外科,泌尿器科,肛門科,リハビリテーション科",44,44,0,0,0,0,0,0,0,*,0,45,0,40,4,6.2,35,6,2,0,2,2.4,5,0,2,0,0,0,0,0,5,2.9,668,0,0,0,0,0,0,0,0,0,0
病院,2626040318,公益社団法人　京都民医連中央病院,26,〒616－8147,京都府京都市右京区太秦土本町２番地１,2604,京都・乙訓,26104,京都府京都市中京区,〇,〇,〇,  ,"内科,循環器内科,呼吸器内科,消化器内科,消化器外科,神経内科,人工透析,糖尿病内科,乳腺科,外科,肛門科,心臓血管外科,脳神経外科,呼吸器外科,整形外科,リウマチ科,小児科,産婦人科,皮膚科,泌尿器科,精神科,眼科,リハビリテーション科,放射線科,耳鼻咽喉科,麻酔科,救急科,病理診断科,口腔外科,他",411,411,150,0,0,0,0,0,0,3466,994,6144,2450,2944,56,22.2,291,32.2,7,2.7,27,23.4,45,0,24,0,8,0,14,3.6,1,1.4,11061,0,173,183,0,32,11,14,0,468,0
病院,2626040329,公益社団法人　京都民医連あすかい病院,26,〒606－8226,京都府京都市左京区田中飛鳥井町８９,2604,京都・乙訓,26103,京都府京都市左京区,   ,〇,〇,〇,"内科,外科,整形外科,循環器内科,消化器内科,呼吸器内科,神経内科,精神科,泌尿器科,婦人科,肛門科,皮膚科,リウマチ科,リハビリテーション科,アレルギー科,眼科,放射線科,心療内科",169,169,0,0,0,0,0,0,0,848,40,3152,436,437,13,36.9,116,75.5,3,12.8,19,13.6,33,0,15,1.3,5,1,0,0,8,39.8,1754,0,48,27,0,0,0,0,0,154,0
病院,2626040334,一般財団法人　薬師山病院,26,〒603－8479,京都府京都市北区大宮薬師山西町１５,2604,京都・乙訓,26101,京都府京都市北区,   ,〇,  ,  ,"内科,他",70,50,0,0,0,0,0,0,0,0,0,23,0,0,3,1.9,37,1.6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0
病院,2626040336,三菱京都病院,26,〒615－8087,京都府京都市西京区桂御所町１,2604,京都・乙訓,26111,京都府京都市西京区,〇,〇,〇,  ,"内科,消化器内科,神経内科,呼吸器内科,アレルギー科,心臓血管外科,小児科,外科,泌尿器科,整形外科,皮膚科,産婦人科,眼科,耳鼻咽喉科,放射線科,歯科,口腔外科,麻酔科,リハビリテーション科,病理診断科,脳神経外科,呼吸器外科,消化器外科,糖尿病内科,乳腺科,他",188,188,0,0,0,0,0,0,0,0,0,0,0,0,63,8.9,209,3.8,3,0,0,16.7,8,0,1,0,0,0,19,0,27,2.4,7471,0,157,75,17,56,0,0,0,113,0
病院,2626040343,山元病院,26,〒604－8353,京都府京都市中京区岩上通蛸薬師下る宮本町７９５,2604,京都・乙訓,26104,京都府京都市中京区,   ,〇,  ,  ,"産科,婦人科,内科,小児科",35,35,0,0,0,0,0,0,0,120,*,176,*,0,2,1.03,4,5.2,1,0.8,3,0,0,0,0,0,0,0,0,0,0,0.3,683,0,0,0,0,0,0,0,0,0,0
病院,2626040345,室町病院,26,〒602－0031,京都府京都市上京区室町通上立売下ル裏築地町８８,2604,京都・乙訓,26102,京都府京都市上京区,   ,〇,  ,  ,"内科,小児科,外科,放射線科,整形外科,リハビリテーション科",50,50,50,0,0,0,0,0,0,59,*,50,*,*,2,2.65,11,4.32,4,1.8,5,3,2,0,0,0,0,0,0,0,2,0.73,259,0,0,0,0,0,0,0,0,34,20
病院,2626040346,大島病院,26,〒612－8034,京都府京都市伏見区桃山町泰長老１１５,2604,京都・乙訓,26109,京都府京都市伏見区,   ,〇,  ,〇,"外科,消化器内科,脳神経外科,整形外科,皮膚科,眼科,放射線科,内科,神経内科,循環器内科,呼吸器内科,リハビリテーション科,肛門科,消化器外科,他",168,168,168,0,0,0,0,0,0,540,54,1213,192,370,10,3.1,66,6.5,20,0.9,26,4.1,7,0,4,0,1,0,0,0,6,2.3,906,0,41,10,0,0,0,0,0,116,0
病院,2626040349,堀川病院,26,〒602－0056,京都府京都市上京区堀川通今出川上ル北舟橋町８６５,2604,京都・乙訓,26102,京都府京都市上京区,   ,〇,〇,  ,"内科,呼吸器内科,消化器内科,循環器内科,外科,整形外科,皮膚科,婦人科,耳鼻咽喉科,眼科,泌尿器科,神経内科,脳神経外科,心療内科,リハビリテーション科,人工透析",198,198,36,0,0,0,0,0,0,1009,202,2232,675,835,15,6,102,12.5,11,4.6,19,9.4,14,0,5,0,0,0,6,0,4,3.1,3377,0,88,48,0,11,0,0,0,66,0
病院,2626040354,太秦病院,26,〒616－8083,京都府京都市右京区太秦安井西沢町４番地１３,2604,京都・乙訓,26108,京都府京都市右京区,   ,〇,  ,  ,"内科,循環器内科,消化器内科,神経内科,外科,整形外科,リウマチ科,皮膚科,リハビリテーション科",45,45,0,0,0,0,0,0,0,386,27,440,47,160,3,0,17,2.8,5,2,2,1.9,2,0,0,0,1,0,0,0,1,0.3,802,0,0,13,0,0,0,0,0,26,0
病院,2626040355,社会福祉法人　京都博愛会病院,26,〒603－8041,京都府京都市北区上賀茂ケシ山一,2604,京都・乙訓,26101,京都府京都市北区,   ,〇,〇,〇,"内科,消化器内科,脳神経内科,循環器内科,外科,呼吸器外科,肛門科,整形外科,リハビリテーション科,精神科,眼科,耳鼻咽喉科,皮膚科,泌尿器科,放射線科,歯科,消化器外科",154,154,0,50,50,50,50,0,0,42,12,149,61,71,14,8.7,113,29.8,26,5.7,55,0.3,24,0,27,0.2,4,0,2,2.4,1,5.6,1582,23,20,36,0,10,0,0,0,109,0
病院,2626040359,社会福祉法人　済生会京都府病院,26,〒617－0814,京都府長岡京市今里南平尾８,2604,京都・乙訓,26209,京都府長岡京市,   ,〇,  ,  ,"内科,消化器内科,循環器内科,呼吸器内科,神経内科,小児科,外科,心臓血管外科,整形外科,脳神経外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,精神科,放射線科,麻酔科,リハビリテーション科,糖尿病内科,呼吸器外科,消化器外科,乳腺科,他",350,281,0,0,0,0,0,0,0,2818,431,3697,866,3292,49,11.6,190,43.8,2,4.7,2,21.3,14,0.3,6,0,3,1,15,0.8,14,23.5,6343,0,173,68,0,28,0,0,0,205,0
病院,2626040366,社会福祉法人　京都桂病院,26,〒615－8256,京都府京都市西京区山田平尾町１７,2604,京都・乙訓,26111,京都府京都市西京区,〇,〇,  ,  ,"内科,消化器内科,消化器外科,リウマチ科,アレルギー科,心臓血管外科,呼吸器内科,呼吸器外科,外科,肛門科,整形外科,産婦人科,形成外科,耳鼻咽喉科,眼科,泌尿器科,泌尿器科,人工透析,皮膚科,小児科,精神科,リハビリテーション科,放射線科,病理診断科,麻酔科,脳神経外科,脳神経内科,救急科,糖尿病内科,人工透析,乳腺科,他",525,525,0,0,0,0,0,0,0,2756,609,4381,1407,3569,145,2.1,533,49.3,10,3.5,36,7.3,23,0.6,7,0,4,0,35,1.8,47,17.8,14356,49,474,274,108,80,40,14,0,507,0
病院,2626040377,社会福祉法人　伏見桃山総合病院,26,〒612－8364,京都府京都市伏見区下油掛町８９５,2604,京都・乙訓,26109,京都府京都市伏見区,   ,〇,  ,〇,"内科,循環器内科,消化器内科,外科,呼吸器内科,神経内科,脳神経外科,整形外科,泌尿器科,皮膚科,放射線科,リハビリテーション科,婦人科,他",139,134,116,60,60,60,60,0,0,324,35,877,145,502,7,7.4,70,20.4,10,6.5,25,5.5,10,0,1,0,0,0,0,0,7,6.4,847,0,21,45,0,0,0,0,0,139,33
病院,2626040380,社会福祉法人　肢体不自由児・　重症心身障害児施設聖ヨゼフ医療福祉センター,26,〒603－8323,京都府京都市北区北野東紅梅町６,2604,京都・乙訓,26101,京都府京都市北区,   ,  ,  ,〇,"整形外科,リハビリテーション科,小児科",81,81,0,44,44,44,44,0,0,0,0,0,0,0,6,1.8,45,3.9,2,1.6,46,3.1,11,0.5,7,0,6,0,0,0,2,0.5,477,0,0,0,0,0,0,0,0,92,22
病院,2626040383,新京都南病院,26,〒600－8861,京都府京都市下京区七条御所ノ内北町９４番地,2604,京都・乙訓,26106,京都府京都市下京区,   ,〇,  ,  ,"内科,外科,小児科,婦人科,耳鼻咽喉科,皮膚科,泌尿器科,整形外科,脳神経外科,麻酔科,アレルギー科,リウマチ科,リハビリテーション科,神経内科,呼吸器内科,消化器内科,循環器内科,形成外科,肛門科,放射線科,糖尿病内科,救急科,病理診断科,消化器外科,他",107,107,0,0,0,0,0,0,0,2783,358,5631,1728,2106,11,9.6,100,6.8,1,0.8,6,4.5,2,0,1,0,0,0,9,0,9,4.2,3566,0,169,95,0,0,0,0,0,64,0
病院,2626040387,西京病院,26,〒615－0026,京都府京都市右京区西院北矢掛町３９番地の１,2604,京都・乙訓,26108,京都府京都市右京区,   ,〇,  ,〇,"内科,呼吸器内科,循環器内科,消化器内科,外科,泌尿器科,脳神経外科,整形外科,リハビリテーション科",50,50,0,100,100,50,50,50,50,1445,45,1446,48,410,3,3.9,32,11.7,5,3.7,17,9.9,4,0.1,1,0,0,0,0,0,4,1.5,758,0,16,13,0,0,0,0,0,34,22
病院,2626040390,西陣病院,26,〒602－8319,京都府京都市上京区五辻通六軒町西入溝前町１０３５,2604,京都・乙訓,26102,京都府京都市上京区,   ,〇,〇,〇,"内科,外科,消化器内科,循環器内科,整形外科,皮膚科,泌尿器科,眼科,リハビリテーション科,放射線科,脳神経外科,肛門科,麻酔科,神経内科,リウマチ科,心臓血管外科,呼吸器内科,消化器外科,乳腺科,糖尿病内科,他",320,290,74,0,0,0,0,0,0,4714,181,1888,602,1176,38,3.1,242,16,4,5.3,45,2.8,11,0,4,0,3,0,15,0,20,9.5,5442,23,208,104,0,30,0,69,0,147,0
病院,2626040397,相馬病院,26,〒602－8386,京都府京都市上京区御前通今小路下ル南馬喰町９１１,2604,京都・乙訓,26102,京都府京都市上京区,   ,〇,  ,  ,"内科,循環器内科,消化器内科,外科,整形外科,脳神経外科,皮膚科,泌尿器科,リハビリテーション科,麻酔科,放射線科,脳神経内科,肛門科",130,5,130,0,0,0,0,0,0,311,63,555,166,293,9,2.42,58,10.56,7,3.9,9,6.16,8,0,0,0,0,0,4,0,7,4,1085,0,34,36,0,0,0,0,0,56,0
病院,2626040399,総合病院　京都南病院,26,〒600－8876,京都府京都市下京区西七条南中野町８,2604,京都・乙訓,26106,京都府京都市下京区,   ,〇,  ,  ,"内科,外科,小児科,婦人科,耳鼻咽喉科,眼科,皮膚科,泌尿器科,整形外科,脳神経外科,麻酔科,心療内科,リハビリテーション科,神経内科,呼吸器内科,消化器内科,循環器内科,形成外科,肛門科,放射線科,精神科,糖尿病内科,リウマチ科,消化器外科,他",199,199,0,0,0,0,0,0,0,0,0,0,0,0,9,18,102,24.3,10,7.9,23,5.7,13,0.9,9,0.9,4,0,0,0,7,9,1961,0,10,0,0,0,0,0,0,73,0
病院,2626040404,一般財団法人　総合病院　日本バプテスト病院,26,〒606－8273,京都府京都市左京区北白川山ノ元町４７,2604,京都・乙訓,26103,京都府京都市左京区,〇,〇,  ,  ,"内科,呼吸器内科,消化器内科,循環器内科,小児科,外科,整形外科,神経内科,皮膚科,泌尿器科,産婦人科,リハビリテーション科,放射線科,麻酔科,糖尿病内科,脳神経外科,他",167,167,0,0,0,0,0,0,0,3377,213,2911,409,775,30,9.4,144,7.5,1,0,18,0.6,15,0,4,0,1,0,7,0,5,3.9,4823,11,12,70,0,0,0,0,0,140,0
病院,2626040412,足立病院,26,〒604－0832,京都府京都市中京区間之町通押小路上ル鍵屋町４８１,2604,京都・乙訓,26104,京都府京都市中京区,   ,〇,  ,  ,"産科,婦人科,小児科,外科,麻酔科,内科,乳腺科",51,51,0,0,0,0,0,0,0,119,*,118,15,*,21,4.2,29,8.1,2,0.9,11,14.2,0,0,0,0,0,0,0,0,20,7.3,3737,0,0,0,0,0,0,0,0,0,0
病院,2626040413,伏見岡本病院,26,〒612－8083,京都府京都市伏見区京町九丁目５０,2604,京都・乙訓,26109,京都府京都市伏見区,   ,  ,  ,〇,"内科,循環器内科,外科,整形外科,脳神経外科,リハビリテーション科",54,54,0,53,53,53,53,0,0,0,0,0,0,13,4,3.6,22,10.9,13,3.7,21,7.8,11,0,1,0,0,0,0,0,2,2.7,280,12,10,20,0,0,0,0,0,72,21
病院,2626040415,第二足立病院,26,〒601－8474,京都府京都市南区四ツ塚町１,2604,京都・乙訓,26107,京都府京都市南区,   ,〇,  ,  ,"産科,婦人科",30,30,0,0,0,0,0,0,0,0,0,0,0,0,2,1.3,6,0.8,2,0.6,1,0,0,0,0,0,0,0,0,0,0,0.2,963,0,0,0,0,0,0,0,0,0,0
病院,2626040419,特定医療法人　桃仁会病院,26,〒612－8026,京都府京都市伏見区桃山町伊賀８３番地１,2604,京都・乙訓,26109,京都府京都市伏見区,   ,  ,  ,〇,"泌尿器科,内科,整形外科,循環器内科,皮膚科,リハビリテーション科,人工透析,他",43,43,0,0,0,0,0,0,0,12,*,*,0,21,8,3.9,49,3.1,9,0,15,0.2,1,0,0,0,0,0,0,0,7,0.4,922,0,18,0,0,0,0,77,0,23,0
病院,2626040420,独立行政法人国立病院機構　宇多野病院,26,〒616－8255,京都府京都市右京区鳴滝音戸山町８,2604,京都・乙訓,26108,京都府京都市右京区,   ,〇,〇,〇,"内科,精神科,脳神経内科,呼吸器内科,循環器内科,小児科,外科,整形外科,脳神経外科,呼吸器外科,泌尿器科,リハビリテーション科,放射線科,麻酔科,歯科,心療内科,アレルギー科,リウマチ科,眼科,耳鼻咽喉科,消化器内科,他",380,306,0,0,0,0,0,0,0,272,74,335,106,294,24,3.6,179,9.7,3,0,16,7.4,20,0.8,7,0,7,0,3,0.6,3,7.2,1774,0,28,0,0,0,37,0,10,321,0
病院,2626040427,独立行政法人国立病院機構　京都医療センター,26,〒612－8555,京都府京都市伏見区深草向畑町１－１,2604,京都・乙訓,26109,京都府京都市伏見区,〇,〇,  ,  ,"内科,脳神経内科,呼吸器内科,消化器内科,循環器内科,アレルギー科,小児科,外科,整形外科,脳神経外科,呼吸器外科,心臓血管外科,小児外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線診断科,麻酔科,口腔外科,病理診断科,救急科,膠原病内科,精神科,糖尿病内科,内分泌科,他",600,600,0,0,0,0,0,0,0,2720,736,4837,1705,4368,154,52.3,588,16.1,0,0.8,0,15.7,17,0,5,0,4,0,43,0,30,13.4,18875,0,604,225,86,155,10,15,0,308,0
病院,2626040445,独立行政法人地域医療機能推進機構　京都鞍馬口医療センター,26,〒603－8151,京都府京都市北区小山下総町２７,2604,京都・乙訓,26101,京都府京都市北区,   ,〇,〇,  ,"内科,循環器内科,消化器内科,呼吸器内科,リウマチ科,小児科,外科,肛門科,呼吸器外科,整形外科,リハビリテーション科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,放射線科,麻酔科,口腔外科,消化器外科,糖尿病内科,乳腺科,他",300,255,0,0,0,0,0,0,0,2167,357,1152,336,1186,57,1.8,204,6.2,3,0,13,1.9,12,0,5,0,2,0,13,0,29,0.8,4714,28,154,46,0,15,0,0,0,165,0
病院,2626040454,冨田病院,26,〒603－8132,京都府京都市北区小山下内河原町５６,2604,京都・乙訓,26101,京都府京都市北区,   ,〇,  ,〇,"内科,小児科,循環器内科,消化器内科,外科,整形外科,婦人科,眼科,リハビリテーション科,放射線科,精神科,皮膚科,脳神経内科",99,99,0,0,0,0,0,0,0,84,*,61,21,35,7,1.3,34,11.4,12,1.8,8,0,8,0.1,5,0,2,0,0,0,1,1.4,585,14,30,32,0,0,0,0,0,81,0
病院,2626040456,武田病院,26,〒600－8558,京都府京都市下京区塩小路通西洞院東入東塩小路町８４１番地の５,2604,京都・乙訓,26106,京都府京都市下京区,〇,〇,〇,  ,"内科,循環器内科,脳神経内科,呼吸器内科,消化器内科,小児科,外科,整形外科,脳神経外科,呼吸器外科,心臓血管外科,皮膚科,泌尿器科,眼科,耳鼻咽喉科,放射線科,リハビリテーション科,麻酔科",394,279,384,0,0,0,0,0,0,4639,496,9934,1588,5790,57,17,250,17.8,5,2.4,10,9.4,21,0,4,0,5,0,27,1.3,11,6.5,9717,0,169,98,0,26,13,13,0,226,0
病院,2626040466,北山武田病院,26,〒603－8053,京都府京都市北区上賀茂岩ケ垣内町９９番地,2604,京都・乙訓,26101,京都府京都市北区,   ,  ,  ,〇,"形成外科,皮膚科,内科,循環器内科,消化器内科,整形外科,歯科,口腔外科,美容皮膚科,他",68,60,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,10.1,5,0.3,3,0.7,2,0.4,0,0,0,0,1,0,7,3.4,0,0,0,0,0,0,0,0,0,54,0
病院,2626040467,木津屋橋武田クリニック,26,〒600－8231,京都府京都市下京区油小路通下魚棚下ル油小路町２９３番地,2604,京都・乙訓,26106,京都府京都市下京区,   ,  ,  ,〇,"内科,循環器内科,整形外科,リハビリテーション科",39,0,0,111,111,0,0,111,111,*,0,0,0,0,2,4.8,21,1.9,6,0,25,0.6,2,0.4,0,0,0,0,0,0,1,1.9,130,0,0,0,0,0,0,0,0,0,0
病院,2626040469,洛西ニュータウン病院,26,〒610－1142,京都府京都市西京区大枝東新林町３丁目６番地,2604,京都・乙訓,26111,京都府京都市西京区,   ,〇,〇,〇,"内科,消化器内科,循環器内科,外科,脳神経外科,整形外科,リハビリテーション科,皮膚科,形成外科,泌尿器科,眼科,耳鼻咽喉科,婦人科,放射線科,麻酔科,歯科,脳神経内科,乳腺科,肛門科,消化器外科",138,138,0,46,46,46,46,0,0,1259,94,834,156,441,18,7.97,79,23.45,2,2.5,24,1.72,10,0,1,0,1,0,6,0.17,6,12.3,3596,0,67,40,0,0,0,0,0,66,36
病院,2626040470,なぎ辻病院,26,〒607－8163,京都府京都市山科区椥辻東潰５番１,2604,京都・乙訓,26110,京都府京都市山科区,   ,  ,  ,〇,"内科,呼吸器内科,循環器内科,消化器内科,神経内科,外科,心臓血管外科,整形外科,脳神経外科,皮膚科,泌尿器科,婦人科,放射線科,リハビリテーション科,消化器外科,糖尿病内科,内分泌科,乳腺科,他",169,163,0,0,0,0,0,0,0,98,*,156,*,52,9,6,81,6.8,7,3.8,18,2.2,0,0,0,0,0,0,0,0,15,2.5,158,0,50,23,0,0,0,0,0,0,0
病院,2626040481,原田病院,26,〒605－0947,京都府京都市東山区七条通大和大路西入西之門町５４６番地２,2604,京都・乙訓,26105,京都府京都市東山区,   ,  ,〇,  ,"外科,内科,小児科,脳神経外科,呼吸器内科,消化器内科,リハビリテーション科,耳鼻咽喉科,泌尿器科,循環器内科,肛門科,アレルギー科,皮膚科,整形外科,呼吸器外科,消化器外科,形成外科",50,50,0,0,0,0,0,0,0,110,21,204,11,89,3,4,14,4.8,4,0.3,4,1,4,0,0,0,0,0,0,0,3,0.5,244,0,0,0,0,0,0,0,0,0,0
病院,2626040482,京都近衛リハビリテーション病院,26,〒606－8315,京都府京都市左京区吉田近衛町２６番地,2604,京都・乙訓,26103,京都府京都市左京区,   ,  ,〇,〇,"リハビリテーション科,神経内科,整形外科,内科",26,26,0,32,32,32,32,0,0,0,0,0,0,0,3,0.2,33,0.4,0,0,13,2.3,22,0,15,0,5,0,0,0,0,0,99,0,0,0,0,0,0,0,0,72,0
病院,2626050001,一般財団法人本願寺ビハーラ医療福祉会　あそかビハーラ病院,26,〒610－0116,京都府城陽市奈島下ノ畔３番３,2605,山城北,26207,京都府城陽市,   ,  ,  ,〇,"内科,他",28,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3.3,15,1,1,0,5,0,0,0,0,0,0,0,0,0,1,0,167,0,0,0,0,0,0,0,0,0,0
病院,2626050002,みのやま病院,26,〒614－8294,京都府八幡市欽明台北４－２,2605,山城北,26210,京都府八幡市,   ,  ,  ,〇,"内科,循環器内科,外科,整形外科,リハビリテーション科,人工透析",50,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1.72,26,1.4,4,1.3,5,4,3,1,2,0,0,0,0,0,0,0.6,252,0,12,10,0,0,0,13,0,57,0
病院,2626050004,京都きづ川病院,26,〒610－0101,京都府城陽市平川西六反２６－１,2605,山城北,26207,京都府城陽市,   ,〇,〇,〇,"内科,循環器内科,消化器内科,脳神経内科,放射線科,小児科,外科,肛門科,脳神経外科,整形外科,皮膚科,泌尿器科,麻酔科,リウマチ科,リハビリテーション科",307,307,0,0,0,0,0,0,0,4370,609,8352,1923,2870,24,14.2,165,10.4,17,3.7,43,3.9,42,1.8,26,0,8,0,8,0,15,5.9,5555,12,0,128,12,34,10,0,0,318,0
病院,2626050011,八幡中央病院,26,〒614－8071,京都府八幡市八幡五反田３９－１,2605,山城北,26210,京都府八幡市,   ,〇,〇,〇,"内科,呼吸器内科,循環器内科,消化器内科,神経内科,外科,整形外科,脳神経外科,形成外科,リウマチ科,小児科,皮膚科,泌尿器科,眼科,リハビリテーション科,放射線科",98,98,0,52,52,52,52,0,0,384,44,1406,290,456,10,9.5,46,14.6,7,3.6,18,10.3,19,0,3,0,0,0,6,0,4,9.6,1470,0,18,25,0,0,0,0,0,81,19
病院,2626050014,京都八幡病院,26,〒614－8114,京都府八幡市川口別所６１,2605,山城北,26210,京都府八幡市,   ,  ,  ,〇,"内科,神経内科,消化器内科,小児科,外科,整形外科,呼吸器内科,皮膚科,泌尿器科,耳鼻咽喉科,リハビリテーション科,放射線科,他",96,96,0,60,60,60,60,0,0,581,16,881,84,70,5,4.2,29,6.9,2,2.2,14,9.2,3,0,1,0,0,0,0,0,0,2.3,286,14,12,15,0,0,0,0,0,54,30
病院,2626050017,都倉病院,26,〒611－0021,京都府宇治市宇治山本２７,2605,山城北,26204,京都府宇治市,   ,〇,  ,〇,"内科,小児科,外科,整形外科,産婦人科,形成外科,皮膚科",35,35,0,20,20,20,20,0,0,218,18,259,59,25,3,2.9,9,4.8,8,2.1,7,1.7,1,0,0,0,0,0,0,0,3,0.8,467,0,0,0,0,0,0,0,0,25,12
病院,2626050019,京都田辺記念病院,26,〒610－0331,京都府京田辺市田辺戸絶１番地,2605,山城北,26211,京都府京田辺市,   ,  ,〇,  ,"リハビリテーション科,内科,人工透析",0,0,0,120,112,120,112,0,0,0,0,0,0,0,3,6.5,44,2,7,1.6,23,1,52,1.3,8,0,8,0,0,0,0,0,535,0,0,0,0,0,0,0,0,124,0
病院,2626050021,京都田辺中央病院,26,〒610－0334,京都府京田辺市田辺中央六丁目１番地６,2605,山城北,26211,京都府京田辺市,〇,〇,  ,〇,"内科,循環器内科,消化器内科,神経内科,外科,呼吸器外科,小児外科,肛門科,整形外科,脳神経外科,リウマチ科,小児科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,呼吸器内科,形成外科,人工透析,救急科,消化器外科,糖尿病内科,乳腺科,精神科,他",188,188,188,0,0,0,0,0,0,9007,375,18410,1210,3841,35,19.7,110,27.4,15,2.1,35,3.6,24,0.5,3,0,5,0,11,1.2,22,10.8,4688,0,171,65,0,10,0,0,0,211,0
病院,2626050025,ほうゆうリハビリテーション病院,26,〒610－0121,京都府城陽市寺田垣内後４３－４,2605,山城北,26207,京都府城陽市,   ,〇,  ,〇,"内科,外科,リハビリテーション科,放射線科",47,47,47,41,41,41,41,0,0,296,24,800,100,71,5,3.6,32,9.2,10,3.8,16,9,3,0.4,3,0,0,0,0,0,8,1.5,949,0,28,31,0,0,0,0,0,46,24
病院,2626050028,中村病院,26,〒611－0033,京都府宇治市大久保町平盛９１－８,2605,山城北,26204,京都府宇治市,   ,  ,  ,〇,"内科,外科,整形外科,脳神経外科,消化器内科,小児科",0,0,0,103,103,103,103,0,0,31,*,0,0,0,3,1.6,20,1.3,11,1.3,29,3.8,0,0,0,0,0,0,0,0,0,0.1,130,0,0,0,0,0,0,0,0,0,0
病院,2626050030,宇治徳洲会病院,26,〒611－0041,京都府宇治市槇島町石橋１４５番,2605,山城北,26204,京都府宇治市,〇,〇,〇,  ,"内科,消化器内科,呼吸器内科,呼吸器外科,肛門科,脳神経内科,小児科,小児外科,外科,産婦人科,放射線診断科,麻酔科,リハビリテーション科,整形外科,脳神経外科,心臓血管外科,泌尿器科,眼科,耳鼻咽喉科,皮膚科,形成外科,口腔外科,病理診断科,糖尿病内科,精神科,人工透析,救急科,循環器内科,消化器外科,乳腺科,他",473,473,473,0,0,0,0,0,0,8719,858,19564,2748,8592,103,11.8,419,34.7,18,9.3,34,20,73,0,18,0,14,0,26,0.6,14,15.7,18163,62,805,312,55,176,58,12,0,591,0
病院,2626050043,久御山南病院,26,〒613－0042,京都府久世郡久御山町大字坊之池小字坊村中２８,2605,山城北,26322,京都府久御山町,   ,  ,  ,〇,"内科,呼吸器内科,消化器内科,小児科,外科,整形外科,皮膚科,眼科,耳鼻咽喉科,リハビリテーション科,他",61,60,60,0,0,0,0,0,0,283,*,42,*,11,4,4.4,20,9.4,5,5.6,5,1.6,3,1.7,1,0,0,0,0,0,0,2.4,105,0,11,0,0,0,10,0,0,39,0
病院,2626050044,田辺病院,26,〒610－0312,京都府京田辺市飯岡南原５５,2605,山城北,26211,京都府京田辺市,   ,  ,  ,〇,"精神科,内科",0,0,0,109,109,109,109,0,0,0,0,0,0,0,5,3.4,51,9.6,26,5,44,2.8,4,0,6,0.8,0,0,0,0,0,0.3,126,60,0,25,0,0,0,0,0,84,95
病院,2626050046,六地蔵総合病院,26,〒611－0001,京都府宇治市六地蔵奈良町９,2605,山城北,26204,京都府宇治市,   ,〇,〇,〇,"内科,消化器内科,循環器内科,小児科,外科,整形外科,脳神経外科,皮膚科,泌尿器科,肛門科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,呼吸器内科,形成外科,消化器外科",199,199,0,0,0,0,0,0,0,389,20,925,140,374,14,6.2,78,8.7,21,7.6,31,0,34,0,6,0,2,0,4,0,7,7.8,1948,0,26,27,0,0,0,0,0,98,0
病院,2626050052,宇治おうばく病院,26,〒611－0011,京都府宇治市五ヶ庄三番割３２－１,2605,山城北,26204,京都府宇治市,   ,〇,  ,〇,"精神科,神経内科,内科,心療内科,リハビリテーション科",42,37,0,118,111,58,52,60,59,110,43,227,116,114,26,0.7,185,0.7,29,2,85,1.5,7,0,26,0.2,0,0,0,0,13,0,379,0,0,0,0,0,0,0,0,16,39
